"B","Coreloss kw/m^3"
25,2667,22,8479555278368
32,0340090909091,40,5554449390235
38,8013181818182,64,5556418039827
45,5686272727273,92,8251416992231
52,3359363636364,133,474586057875
59,1032454545455,178,704369036353
65,8705545454546,236,683270964173
72,6378636363637,302,889159189228
79,4051727272728,373,44742869871
86,1724818181819,447,150653367491
92,9397909090909,549,306120131618
99,7071,638,08134498934
