"B","Loss kW/m^3"
70,1229,15,3370073285933
89,8055454545455,32,0633878637338
109,488190909091,55,9445443262626
129,170836363636,86,4885028517004
148,853481818182,131,003386995475
168,536127272727,191,788093675261
188,218772727273,264,496374009351
207,901418181818,350,208941959679
227,584063636364,455,165034756301
247,266709090909,582,882604442976
266,949354545455,731,294177456918
286,632,923,922744601724
