"B","Coreloss kW/m^3"
43,6004,14,2368509846464
55,2167538461539,27,4932354263296
66,8331076923077,47,5831270475997
78,4494615384615,76,0085134713071
90,0658153846154,112,046990655378
101,682169230769,156,214054368882
113,298523076923,212,853168667101
124,914876923077,288,761646913037
136,531230769231,378,473004232857
148,147584615385,478,051768414092
159,763938461538,590,396924091291
171,380292307692,708,148151705009
182,996646153846,847,488678482139
194,613,1036,77450295298
